"#","Outage Date","Site ID","Site Name","Outage Start","Outage End","Alarm Before Down (h)","Outage Duration (h)","ETA (min)","Passive/Active","RCA","Resolution Comment","Fuel Outage","TRB Ref"
"2","09-juil.-2026","DRKN0202","Mbanza Mpa","09/07/2026 06:47:00","09/07/2026 06:59:00","0","0,21","","Passive","DG de 20 KVA n'arrive plus a supporté la charge du site","","Non","TRB1385181"
"2","09-juil.-2026","DRKN0117","Kimbualea 2","09/07/2026 08:17:00","09/07/2026 10:23:00","0","2,1","25","Passive","DG principale issue","Site up By grid,installation nouveau DG en cours","Non","TRB1385212"
"3","09-juil.-2026","DRKN0117","Kimbualea 2","09/07/2026 09:21:58","09/07/2026 10:23:00","0","1,02","","Passive","DG principale issue","Site up By grid,installation nouveau DG en cours","Non","TRB1385236"
"4","09-juil.-2026","DRKN0006","Kimbwala","09/07/2026 10:24:53","09/07/2026 10:49:00","2,65","0,42","30","Passive","High Temperature du au Radiateur bouché","Nettoyage du radiateur","Non","TRB1385254"
"5","09-juil.-2026","DRKN2184","SaintLuc","09/07/2026 13:06:27","09/07/2026 13:52:00","2,65","0,76","25","Passive","Pompe mécanique Faulty","Pompe remplacer","Non","TRB1385269"
"6","09-juil.-2026","DRKN8454","New Okapi","09/07/2026 15:01:33","09/07/2026 15:46:00","0,78","0,75","30","Passive","Under voltage du à la configuration","Réconfiguration manual de la Deep sea","Non","TRB1385393"
"7","09-juil.-2026","DRKN0117","Kimbualea 2","09/07/2026 19:40:21","09/07/2026 19:46:00","0","0,1","25","Passive","Pool Autonomie, Changement de secteur Grid to DG","Demarrage DG automatiquement","Non","TRB1385518"
"8","09-juil.-2026","DRKN8147","Malueka_Nkotila","09/07/2026 19:36:21","09/07/2026 22:00:00","0","2,4","30","Passive","Insuffisance modules","ajout 2 modules","Non","TRB1385499"
"9","09-juil.-2026","DRKN0202","Mbanza Mpa","09/07/2026 20:31:21","10/07/2026 00:10:00","0","3,65","25","Passive","DG overloade 20Kva","site laissé sous Grid, retabli 4bbu, 3Modules et contrôleur remis en place","Non","TRB1385530"
"10","09-juil.-2026","DRKN0006","Kimbwala","09/07/2026 20:48:42","09/07/2026 23:14:00","0","2,43","20","Passive","Site down pendant le changement de secteur BBU mal chargés","site sous DG","Non","TRB1385537"
"11","09-juil.-2026","DRKN7628","New_Matadi_Kibala_2","09/07/2026 22:03:32","10/07/2026 01:18:00","0","3,25","30","Passive","Insuffisance des modules","Ajout de deux modules sur 7 Sous grid","Non","TRB1385480"
"12","09-juil.-2026","DRKN8048","Route_Sebo","09/07/2026 16:49:00","09/07/2026 17:06:00","0","0,28","25","Passive","Le CB de  vodacom de 32A  dans la DC box qui a perdu ses valeurs","ENCLENCHE","Non","TRB1385448"
"13","09-juil.-2026","DRKN8048","Route_Sebo","09/07/2026 19:51:32","09/07/2026 20:20:00","0","0,49","30","Passive","Le CB de  vodacom de 32A  dans la DC box qui a perdu ses valeurs","/CB remplacé","Non","TRB1385448"
