"#","Outage Date","Site ID","Site Name","Outage Start","Outage End","Alarm Before Down (h)","Outage Duration (h)","ETA (min)","Passive/Active","RCA","Resolution Comment","Fuel Outage","TRB Ref"
"2","07-juil.-2026","DRKN2246","Kinshasa_Lulendo","07/07/2026 05:12:34","07/07/2026 05:23:00","0,57","1,24","30","Passive","4/8 batteries Faulty","batterie en cours de remplacement (site à faible autonomie)","Non","TRB1384123"
"2","07-juil.-2026","DRKN7181","Malueka2","07/07/2026 09:35:00","07/07/2026 09:54:00","0","0,6","25","Passive","Instabilité Grid","Grid isolé momentanement, Demarrage DG","Non","TRB1384220"
"3","07-juil.-2026","DRKN0202","Mbanza Mpa","07/07/2026 11:02:00","07/07/2026 11:14:00","0","3,55","30","Passive","Le DG de 20KVA ne supporte plus la charge du site","site sous Grid","Non","TRB1384260"
"4","07-juil.-2026","DRKN6883","Lacolline2","07/07/2026 12:46:00","07/07/2026 12:58:00","0","0,87","25","Passive","site à faible autonomie, Down pendant le Basculement","Besoin de 3 Batteries","Non","TRB1384288"
"5","07-juil.-2026","DRKN0118","Av Boboliko","07/07/2026 13:28:20","07/07/2026 17:16:00","0","0,18","25","Passive","Radiateur troué et pompe à eau Faulty","Radiateur et pompe à eau remplacés","Non","TRB1384308"
"6","07-juil.-2026","DRKN2265","Belle-vue-Airtel","07/07/2026 13:43:26","07/07/2026 17:31:00","0","1,67","20","Active","CB Off, Vodacom Overload atteingnant 127A","Encleché Manuelement","Non","TRB1384325"
"7","07-juil.-2026","DRKN2139","Nguba","07/07/2026 15:49:50","07/07/2026 17:04:00","0","0,97","30","Passive","DG Trouvé en mode Manuel","Alarme reset et demarrage DG","Non","TRB1384365"
"8","07-juil.-2026","DRKN0202","Mbanza Mpa","07/07/2026 17:57:50","07/07/2026 18:33:00","0","0,6","20","Passive","Le DG de 20 kVA ne supporte pas la charge .  Une nouvelle BBS Huawei a été installé de 3 modules de  4 Kw","","Non","TRB1384423"
"9","07-juil.-2026","DRKN0025","Ipn2","07/07/2026 17:55:50","07/07/2026 21:28:00","0","3,55","30","Passive","CB du tenant orange Off au niveau de DC Box, Orange Overloade, le load attaint jusqu'à 106 A avec un CB de 100 A","Enclechement manuel du CB","Non","TRB1384432"
"10","07-juil.-2026","DRKN0206","Mawana","07/07/2026 20:05:50","07/07/2026 20:57:00","0,43","0,87","30","Passive","Alarme Oil press Sensor Faulty  due à un dysfonctionnement du capteur de pression d'huile","Alarme chassée et démarrage du DG","Non","TRB1384461"
"11","07-juil.-2026","DRKN0191","Kitomesa","07/07/2026 20:03:50","07/07/2026 20:14:00","0","0,18","30","Passive","Mauvais contact au niveau de la Deepsea du new DG .","","Non","TRB1384476"
"12","07-juil.-2026","DRKN0202","Mbanza Mpa","07/07/2026 19:49:50","07/07/2026 21:29:00","0","1,67","30","Passive","Le DG de 20 kVA ne supporte pas la charge .  Une nouvelle BBS Huawei a été installé de 3 modules de  4 Kw","","Non","TRB1384477"
"13","07-juil.-2026","DRKN0249","Ngomba Kikusa","07/07/2026 20:07:50","07/07/2026 21:05:00","0","0,97","30","Passive","Down Airtel","","Non","TRB1384459"
"14","07-juil.-2026","DRKN0699","Boboliko","07/07/2026 20:30:50","07/07/2026 21:56:00","0","1,43","30","Passive","CB du tenant Vodacom Off au niveau de DC Box, Vodacom Overloade, le load attaint jusqu'à 96 A avec un CB de 100 A","Enclechement manuel du CB","Non","TRB1384492"
"15","07-juil.-2026","DRKN0253","Camping","07/07/2026 21:54:50","08/07/2026 03:05:00","0","5,18","30","Passive","CB du tenant Vodacom Off au niveau de DC Box, Vodacom Overloade, le load attaint jusqu'à 107 A avec un CB de 100 A","Enclechement manuel du CB","Non","TRB1384518"
