"#","Outage Date","Site ID","Site Name","Outage Start","Outage End","Alarm Before Down (h)","Outage Duration (h)","ETA (min)","Passive/Active","RCA","Resolution Comment","Fuel Outage","TRB Ref"
"2","14-juin-2026","DRKN0040","Ozone 2","14/06/2026 01:29:19","14/06/2026 04:18:00","0","2,82","","Passive","Fuel shortage et Démarreur fauty","Appoint de 100 L (SITE UP BY GRID)","Oui","TRB1372761"
"2","14-juin-2026","DRKN8190","Kin_Mbudi_Nature","14/06/2026 03:14:38","14/06/2026 03:55:00","5,5","0,68","","Passive","Battery DG faulty","Usage batterie Auxiliaire","Non","TRB1372762"
"3","14-juin-2026","DRKN8064","Temple_Sion","14/06/2026 06:55:12","14/06/2026 07:46:00","8","0,85","","Passive","Site trouvé avec une alarme par défaut ""open door control panel""  qui a arreté le DG","Alarm cleaned temporairement (l'alarme  nécessite d'être cleaner en Soft)","Non","TRB1372804"
"4","14-juin-2026","DRKN0040","Ozone 2","14/06/2026 06:55:12","14/06/2026 08:06:00","3","1,19","","Passive","Fuel shortage et Démarreur fauty (Down instable)","Site UP Grid","Oui","TRB1372830"
"5","14-juin-2026","DRKN2225","Makelele","14/06/2026 10:21:54","14/06/2026 12:12:00","0","1,85","","Passive","Disfonctionnement du systeme hybrid( Makelele)
  (down instable)","Système hybrid reconfiguré","Non","TRB1372897"
"6","14-juin-2026","DRKN0247","Malueka","14/06/2026 11:32:20","14/06/2026 15:08:00","0","3,6","","Passive","Fuel contaminé","Nettoyage circuit fuel et démarrage DG","Non","TRB1372946"
"7","14-juin-2026","DRKN0205","Sanga Mamba","14/06/2026 12:09:37",,"0","0","","Passive","Fuel shortage","","Oui","TRB1372946"
"8","14-juin-2026","DRKN0216","Bamboma","14/06/2026 13:48:44","14/06/2026 14:56:00","0","1,12","","Passive","Mauvaise qualité (Grid instable) qui a décharger le BBU","Grid isolé et Démarrage DG","Non","TRB1372997"
"9","14-juin-2026","DRKN8442","Kin_Malueka_Nkotila","14/06/2026 14:48:00","14/06/2026 15:33:00","0","0,76","","Passive","CB BBS switch off Tenant Airtel Overload la load atteint le 131 A pour un CB 125 A","CB switch on","Non","TRB1373056"
"10","14-juin-2026","DRKN0201","Mama Yemo","14/06/2026 15:01:15","14/06/2026 15:24:00","0","0,38","","Active","Vodacom Overload, il atteint 114A pour un CB de 100A","","Non","TRB1373025"
"11","14-juin-2026","DRKN8305","Regideso-Ngaliema","14/06/2026 18:07:15","14/06/2026 19:36:00","0","1,49","","Passive","DG sous pression et déjà amortie, ça crée la diminution liquide de refroidissement et diminution d’huile","ajout liquide et 3litre d’huile et demarrage DG","Non","TRB1373115"
"12","14-juin-2026","DRKN2139","Nguba","14/06/2026 19:16:15","14/06/2026 19:26:00","0","0,17","","Passive","câble était calciné au monitoring","câble Replacé","","TRB1373176"
"13","14-juin-2026","DRKN8147","Malueka_Nkotila","14/06/2026 21:58:15","14/06/2026 22:37:00","23,52","0,65","","Passive","Instabilité Grid","Grid isolé et Démarrage DG","","TRB1373183"
"14","14-juin-2026","DRKN0202","Mbanza Mpa","14/06/2026 23:28:15","15/06/2026 00:23:00","0","0,92","","Passive","Awaiting Feedback, site sous zone rouge","","","TRB1373225"
