"#","Outage Date","Site ID","Site Name","Outage Start","Outage End","Alarm Before Down (h)","Outage Duration (h)","ETA (min)","Passive/Active","RCA","Resolution Comment","Fuel Outage","TRB Ref"
"2","08-juil.-2026","DRKN8053","OBMK_Meubles","08/07/2026 00:48:50","08/07/2026 01:01:00","0,57","0,22","30","Passive","Dimunition du  liquide de refroidisement","Ajout coolant et démarrage du DG","Non","TRB1384534"
"2","08-juil.-2026","DRKN0697","Ex. Maternité","08/07/2026 05:42:21","08/07/2026 06:15:00","1,57","0,55","30","Passive","Gave  Switch faulty (Zone Rouge)","Basculement Manuel du Gave Switch","Non","TRB1384620"
"3","08-juil.-2026","DRKN0697","Ex. Maternité","08/07/2026 07:33:56","08/07/2026 08:15:00","0,75","0,69","35","Passive","Fiche de l'électrovanne débranchée","Rebranchement de la fiche de l'électrovanne, puis démarrage du générateur","Non","TRB1384652"
"4","08-juil.-2026","DRKN0202","Mbanza Mpa","08/07/2026 08:15:13","08/07/2026 14:56:00","0","6,69","30","Passive","Down causé par le DG de 20KVA  qui ne supporte plus la charge du site qui arrive jusqu'à 370A","Retrait de 3 modules sur 6 afin de dimunier la charge le temps de remplacer le DG","Non","TRB1384679"
"5","08-juil.-2026","DRKN2246","Kinshasa_Lulendo","08/07/2026 10:40:00","08/07/2026 11:08:00","0,98","0,48","25","Passive","Execution PM (Site sans autonomie)","SITE SOUS DG","Non","TRB1384733"
"6","08-juil.-2026","DRKN0203","Mazal","08/07/2026 14:16:10","08/07/2026 15:08:00","0","0,87","30","Passive","7 bbu sur 12 bloqués ce qui cause des up down pendant le changement de secteur","déblocage des BBU et démarrage du DG","Non","TRB1384846"
"7","08-juil.-2026","DRKN0097","St Philippe","08/07/2026 15:40:59","08/07/2026 15:48:00","0","0,12","30","Passive","Mauvaise qualité Grid  (2 PHASE missing)","DG started manuellement","Non","TRB1384823"
"8","08-juil.-2026","DRKN0069","Bumba","08/07/2026 15:43:17","08/07/2026 17:08:00","0","1,41","30","Passive","Le Disjoncteur G4/C40  trouvé déclencher dû aux subordination des courants  par des variations à chaque phases","Reset Disjoncteur puis diminution de la charge en attendant. ( délestage  d'une batterie sur 5) Actuellement site sous Genset...","Non","TRB1384891"
"9","08-juil.-2026","DRKN8264","Mafema_MUV","08/07/2026 16:40:25","08/07/2026 18:09:00","0,84","1,48","30","Passive","disjoncteur Ac Main DG switch off","CB switch on","Non","TRB1384900"
"10","08-juil.-2026","DRKN2194","IPN-Marine","08/07/2026 17:14:50","08/07/2026 17:42:00","1,33","0,47","30","Passive","Disjoncteur Grid G4 C32  trouvé déclenché","Disjoncteur Grid G4 C32  trouvé déclenché","Non","TRB1384915"
"11","08-juil.-2026","DRKN2164","Malueka","08/07/2026 17:46:43","08/07/2026 18:59:00","0,83","1,22","30","Passive","Alarme under-voltage du générateur suite à une batterie de démarrage faulty","Démarrage réalisé avec batterie auxiliaire. (Remplacement batterie requis.)","Non","TRB1384903"
"12","08-juil.-2026","DRKN0202","Mbanza Mpa","08/07/2026 15:57:00","08/07/2026 20:07:00","0","4,18","30","Passive","Down causé par le DG de 20KVA  qui ne supporte plus la charge du site qui arrive jusqu'à 370A (DG ne supporte plus la charge sur site, site  down instable)","Retrait de 3 modules sur 6 afin de dimunier la charge le temps de remplacer le DG","Non","TRB1384912"
"13","08-juil.-2026","DRKN7181","Malueka2","08/07/2026 21:40:29","08/07/2026 23:57:00","0","2,28","20","Passive","DG de 20 KVA ne supporte plus la  charge du site(Down instable)","Ajout coolant","Non","TRB1385044"
"14","08-juil.-2026","DRKN8442","Kin_Malueka_Nkotila","08/07/2026 21:06:03","08/07/2026 22:10:00","0","1,08","20","Passive","CB DC box Airtel down tenant overload la load est de 123 A","CB switch on","Non","TRB1385052"
"15","08-juil.-2026","DRKN0069","Bumba","08/07/2026 19:30:11","08/07/2026 22:33:00","0","3,05","20","Passive","CB BBS box Vodacom down tenant overload la load est de 126 A","CB switch on","Non","TRB1385028"
"16","08-juil.-2026","DRKN0125","Maman Mobutu","08/07/2026 20:38:10","08/07/2026 23:49:00","0","3,18","20","Passive","Surchauffe cable Section DC  et BBS  Tenant vodacom qui cause le Déclenchement du CB  DC box","B enclenché manuellement  correction temporaire","Non","TRB1385032"
