"#","Outage Date","Site ID","Site Name","Outage Start","Outage End","Alarm Before Down (h)","Outage Duration (h)","ETA (min)","Passive/Active","RCA","Resolution Comment","Fuel Outage","TRB Ref"
"2","12-juil.-2026","DRKN0202","Mbanza Mpa","12/07/2026 02:57:24","12/07/2026 04:58:00","0","2,02","","Passive","Down suite à la  Mauvaise qualité du grid.  lors du changement de secteur, le BBU n'a pas d'autonomie.( fuel Shortage dans le DG back up)  (ZONE ROUGE)","grid Baypassé","Oui","TRB1386494"
"2","12-juil.-2026","DRKN0216","Bamboma","12/07/2026 11:59:12","12/07/2026 13:39:00","0","1,67","","Passive","DG Overloadé le load arrive jusqu'à 390A pour un DG de 30KVA","Besoin d'un 45KVA","Non","TRB1386655"
"3","12-juil.-2026","DRKN0202","Mbanza Mpa","12/07/2026 11:54:11","12/07/2026 12:35:00","0","0,68","","Passive","Pool Autonomie, Changement de secteur Grid to DG","Demarrage DG automatiquement","Non","TRB1386651"
"4","12-juil.-2026","DRKN0071","Sangamamba","12/07/2026 13:10:30","12/07/2026 14:38:00","0","1,47","","Passive","Niveau de fuel bas","site ravitaillé","Oui","TRB1386650"
"5","12-juil.-2026","DRKN2269","CS-Mafema3_KR","12/07/2026 14:32:27","12/07/2026 16:42:00","0","2,17","","Passive","Pompe a eau faulty","Pompe à eau remplacé","Non","TRB1386716"
"6","12-juil.-2026","DRKN0006","Kimbwala","12/07/2026 13:37:12","12/07/2026 13:50:00","0","0,21","","Passive","Fiche de l'electrovanne désserrée et dimunition de coolant","Serrage de la fiche de l'életrovanne et ajout de litres de coolant","Non","TRB1386709"
"7","12-juil.-2026","DRKN0125","Maman Mobutu","12/07/2026 15:38:35","12/07/2026 17:12:00","0","1,57","","Passive","Tissue Anti chaleur défectueux qui provoque une Surtemperature du DG","Ouverture des battants en attendant le changement du tissue dans la matinée","Non","TRB1386745"
"8","12-juil.-2026","DRKN8034","Camp_Luka3","12/07/2026 17:17:56","12/07/2026 18:59:00","0","1,7","","Passive","High temp causé par la dimunition de coolant","Ajout coolant","Non","TRB1386780"
"9","12-juil.-2026","DRKN0221","Herady","12/07/2026 19:21:00","12/07/2026 22:10:00","0,35","2,82","30","Passive","Diminution d'huile moteur","Appoint de 2 litres d'huile moteur","Non","TRB1386812"
"10","12-juil.-2026","DRKN8068","Cimetiere_Kinsuka","12/07/2026 20:01:52","12/07/2026 22:48:00","0,53","2,77","25","Passive","Fuel Shortage","Prise en charge de 20L","Oui","TRB1386823"
"11","12-juil.-2026","DRKN2269","CS-Mafema3_KR","12/07/2026 19:46:21","12/07/2026 21:21:00","0","1,59","25","Passive","CB Off dans DC Box, Vodacom Overload, le load atteint 118A","CB enclenché","Non","TRB1386829"
"12","12-juil.-2026","DRKN0253","Camping","12/07/2026 18:28:11","12/07/2026 22:17:00","0","3,82","","Passive","CB Off dans DC Box, Vodacom Overload, le load atteint 108A","CB enclenché","Non","TRB1386803"
"13","12-juil.-2026","DRKN0697","Ex. Maternité","12/07/2026 22:52:00","12/07/2026 22:58:00","1","0,12","30","Passive","Présence d'une seule phase sur le réseau Grid","Isolation du Grid et démarrage automatique du générateur","Non","TRB1386877"
"14","12-juil.-2026","DRKN8147","Malueka_Nkotila","12/07/2026 22:30:00","13/07/2026 01:54:00","0","3,41","","Passive","CB Off, Airtel Overload 138A","CB enclenché","Non","TRB1386884"
"15","12-juil.-2026","DRKN2139","Nguba","12/07/2026 23:01:18","13/07/2026 04:46:00","0,36","5,76","","Passive","Pompe d'injection Faulty","Delestage de toutes les batteries","Non","TRB1386890"
"16","12-juil.-2026","DRKN7235","Kin_CS_Mbudi","12/07/2026 23:44:04","13/07/2026 00:11:00","1,9","0,46","30","Passive","Fuel Shortage","Appoint de 50L","Oui","TRB1386872"
"17","12-juil.-2026","DRKN0249","Ngomba Kikusa","12/07/2026 19:58:02","12/07/2026 22:26:00","0","2,48","","Passive","CB Off, Airtel Overload 138A","CB enclenché","Non","TRB1386901"
