"#","Outage Date","Site ID","Site Name","Outage Start","Outage End","Alarm Before Down (h)","Outage Duration (h)","ETA (min)","Passive/Active","RCA","Resolution Comment","Fuel Outage","TRB Ref"
"2","06-juil.-2026","DRKN0118","AV boboliko","06/07/2026 09:20:26","06/07/2026 10:04:00","1,5","0,73","30","Passive","Alarme under  fréquence due à la pompe à eau faulty","Site by grid","Non","TRB1383670"
"2","06-juil.-2026","DRKN7650","Mavallée","06/07/2026 09:29:31","06/07/2026 09:35:00","0,98","0,1","20","Passive","Hybrid System Failed ( le controleur avait figé ) .","Démarrage manuel du DG","Non","TRB1383686"
"3","06-juil.-2026","DRKN0202","Mbanza Mpa","06/07/2026 09:31:26","06/07/2026 11:09:00","0","1,63","30","Passive","DG de 20 kVA ne supporte pas la charge ( 317 A ) . BBS Huawei ( 3 modules maximum de 4 kW ) Le Délestage des string de batterie ne marche pas que le courant des batteries est déja faible .","Besoin d'un 30 kVA et de 3 modules de plus","Non","TRB1383726"
"4","06-juil.-2026","DRKN0202","Mbanza Mpa","06/07/2026 11:45:36","06/07/2026 12:05:00","0","0,33","20","Passive","DG de 20 kVA ne supporte pas la charge ( 317 A ) . BBS Huawei ( 3 modules maximum de 4 kW ) Le Délestage des string de batterie ne marche pas que le courant des batteries est déja faible .","Besoin d'un 30 kVA et de 3 modules de plus","Non","TRB1383777"
"5","06-juil.-2026","DRKN0118","Mbanza Mpa","06/07/2026 14:28:36","06/07/2026 14:39:00","0","0,18","30","Passive","DG de 20 kVA ne supporte pas la charge ( 317 A ) . BBS Huawei ( 3 modules maximum de 4 kW ) Le Délestage des string de batterie ne marche pas que le courant des batteries est déja faible .","Besoin d'un 30 kVA et de 3 modules de plus","Non","TRB1383858"
"6","06-juil.-2026","DRKN0206","Mawana","06/07/2026 14:57:34","06/07/2026 15:17:00","0,79","0,34","30","Passive","Prise d'air lors du transvassement du Fuel du tank de l'ancien DG vers le nouveau DG","","Non","TRB1383849"
"7","06-juil.-2026","DRKN0202","Mbanza Mpa","06/07/2026 16:04:34","06/07/2026 17:01:00","1,54","0,95","","Passive","DG de 20 kVA ne supporte pas la charge ( 317 A ) . BBS Huawei ( 3 modules maximum de 4 kW ) Le Délestage des string de batterie ne marche pas que le courant des batteries est déja faible .","","Non","TRB1383907"
"8","06-juil.-2026","DRKN8048","Route_Sebo","06/07/2026 16:02:00","06/07/2026 16:35:00","0","0,56","20","","Orange Overload calibre 100A Load 122A","Enclenchement Manuel du CB","Non","TRB1383920"
"9","06-juil.-2026","DRKN2210","Kinsuka","06/07/2026 19:46:06","06/07/2026 20:22:00","1,54","0,61","25","Passive","Fuel Shortage","Site up by grid","Oui","TRB1383985"
"10","06-juil.-2026","DRKN0202","Mbanza Mpa","06/07/2026 19:37:30","06/07/2026 20:20:00","0","0,72","","Passive","DG de 20 kVA ne supporte pas la charge ( 317 A ) . BBS Huawei ( 3 modules maximum de 4 kW ) Le Délestage des string de batterie ne marche pas que le courant des batteries est déja faible .","","Non","TRB1384001"
"11","06-juil.-2026","DRKN0221","Herady","06/07/2026 21:26:10","06/07/2026 21:48:00","1,31","0,37","30","Passive","DG en Mode Manuel","Remise de DG en mode Auto","Non","TRB1384019"
