"#","Outage Date","Site ID","Site Name","Outage Start","Outage End","Alarm Before Down (h)","Outage Duration (h)","ETA (min)","Passive/Active","RCA","Resolution Comment","Fuel Outage","TRB Ref"
"1","20-août","DRKN0252","Masanga Mbila","20/08/2026 00:50:25","20/08/2026 01:01:00","1,33","0,18","30","Passive","Chauffage dù a la diminution du liquide de refroidissement","Ajout du liquide de refroidissement  et démarrage manuel du DG.","Non","TRB1407254"
"2","20-août","DRKN0192","Bondo","20/08/2026 10:00:00","20/08/2026 10:37:00","0","0,63","10","Passive","High temp au niveau de la bbs  qui a figé le controleur ( 2 fan dysfonctionnelle )","Correction de fan et  reset controleur","Non","TRB1407478"
"3","20-août","DRKN0201","Mama Yemo","20/08/2026 09:56:00","20/08/2026 13:24:00","0","3,48","25","Passive","CB DC Box Vodacom brûlé (Tenant vodacom Overload)","CB Remplacé","Non","TRB1407469"
"4","20-août","DRKN0697","Ex. Maternité","20/08/2026 14:30:00","20/08/2026 14:47:00","0,67","0,3","25","Passive","Mains Over current du à une surtension Grid causé par un problème de configuration BBS","grid isolé provisoirement et Reset contrôleur, reset  et Démarrage DG","Non","TRB1407656"
"5","20-août","DRKN0217","Gecamines Complex","20/08/2026 19:25:00","20/08/2026 19:50:00","0,75","0,42","25","Passive","AC Breaker trouvé Off suite aux variations des courants par phases qui atteignent jusqu'à 42 par phases","Enclenchement Manuel du Breaker","Non","TRB1407783"
"6","20-août","DRKN7180","CS-Mafema3","20/08/2026 19:40:00","20/08/2026 23:31:00","0,03","3,85","30","Passive","DG principal issue ( 20 KVA  , il ne graisse plus )","Installation DG back-up de 30 kVA","Non","TRB1407799"
"7","20-août","DRKN2269","CS-Mafema3_KR","20/08/2026 21:05:00","21/08/2026 01:33:00","0","4,47","","Passive","CB du tenant Vodacom Off au niveau de DC Box, Vodacom Overloade, le load attaint jusqu'à 119 A avec un CB de 100 A","Enclechement manuel du CB","Non","TRB1407839"
"8","20-août","DRKN0217","Gecamines Complex","20/08/2026 21:46:00","20/08/2026 22:07:00","0,43","0,35","","Passive","CB principal load AC du DG a perdu sa valeur","Cb switch on","Non","TRB1407842"
"9","20-août","DRKN7179","Kintambo-Cimetiere","20/08/2026 21:45:00","20/08/2026 22:02:00","0","0,28","","Passive","CB du tenant Vodacom Off au niveau de DC Box, Vodacom Overloade, le load attaint jusqu'à 115 A avec un CB de 125 A","Enclechement manuel du CB","Non","TRB1407857"
"10","20-août","DRKN0252","Masanga Mbila","20/08/2026 22:38:24","20/08/2026 23:14:00","1,8","0,6","","Passive","Chauffage du DG de 20 kVA du a la diminution du liquide de refroidissement constatée au niveau du radiateur","Enclechement manuel du CB","Non","TRB1407847"
"11","20-août","DRKN0217","Gecamines Complex","20/08/2026 23:19:29","21/08/2026 00:33:00","0,37","1,23","","Passive","CB principal load AC du DG a perdu sa valeur","CB bypass","Non","TRB1407873"
