"#","Outage Date","Site ID","Site Name","Outage Start","Outage End","Alarm Before Down (h)","Outage Duration (h)","ETA (min)","Passive/Active","RCA","Resolution Comment","Fuel Outage","TRB Ref"
"2","01-juil.-2026","DRKN8036","Camping_Pascalin","01/07/2026 08:32:00","01/07/2026 08:41:00","0","0,15","25","Passive","site a faible autonomie (down pendant le changement de secteur )","site sous generateur","Non","TRB1381446"
"2","01-juil.-2026","DRKN8036","Camping_Pascalin","01/07/2026 11:39:00","01/07/2026 12:09:00","0","0,5","30","Passive","high temp radiateur faulty","radiateur remplace ajout coolant et demarage dg","Non","TRB1381545"
"3","01-juil.-2026","DRKN2246","Kinshasa_Lulendo","01/07/2026 12:59:04","01/07/2026 13:10:00","0","0,19","25","Passive","changement de secteur","site sous Grid","Non","TRB1381571"
"4","01-juil.-2026","DRKN0202","Mbanza Mpa","01/07/2026 15:32:00","01/07/2026 15:38:00","0","0,12","20","Passive","encours d'execution pm site a faible autonomie","site sous DG","Non","TRB1381632"
"5","01-juil.-2026","DRKN0216","Bamboma","01/07/2026 20:25:43","01/07/2026 20:48:00","0","0,39","20","Passive","DG trouvé en mode stop apres le changement de secteur (site down instable)","site up by GRID","Non","TRB1381739"
"6","01-juil.-2026","DRKN0697","Ex. Maternité","01/07/2026 20:29:00","01/07/2026 22:05:00","0","1,6","30","Passive","Dysfonctionnement BBS powercore faulty (site down instable)","Reset et site sous DG","Non","TRB1381741"
"7","01-juil.-2026","DRKN0216","Bamboma","01/07/2026 21:40:50","01/07/2026 22:29:00","0","0,82","30","Passive","DG trouvé en mode stop apres le changement de secteur (site down instable)","site up by GRID","Non","TRB1381739"
"8","01-juil.-2026","DRKN8821","Kin_Notredame_Fatima","01/07/2026 18:33:29","01/07/2026 23:36:00","0","5,05","45","Passive","Insuffisance de modules ,1 sur 3 modules sur site (site down instable)","Ajout de deux Modules Huawei","Non","TRB1381771"
"9","01-juil.-2026","DRKN8097","Kimbuala_Shamba","01/07/2026 21:38:00","01/07/2026 22:14:00","0","0,6","","Passive","BBU mal chargés par une mauvais qualité Grid et CB switch Off tenant Airtel Overload La load arrive atteint le 122 A","isolation momentanéé du Grid et démarrage du DG afin de bien charger les BBU et cb  switch on","Non","TRB1381762"
"10","01-juil.-2026","DRKN2246","Kinshasa_Lulendo","01/07/2026 22:49:00","01/07/2026 23:17:00","0","0,47","","Passive","Awaiting feedback","","Non","TRB1381794"
