"#","Outage Date","Site ID","Site Name","Outage Start","Outage End","Alarm Before Down (h)","Outage Duration (h)","ETA (min)","Passive/Active","RCA","Resolution Comment","Fuel Outage","TRB Ref"
"2","15-juil.-2026","DRKN9179","Lutendele_Foundation","15/07/2026 00:05:00","15/07/2026 00:29:00","1,65","0,4","20","Passive","Alarme trouve DG undervoltage","Demarrage du Dg","Non","TRB1388021"
"2","15-juil.-2026","DRKN0117","Kimbualea 2","15/07/2026 03:07:43","15/07/2026 03:16:00","1,43","0,14","30","Passive","No fuel sur le DG principale","Transvasement de 20 litres sur le DG Back up","Oui","TRB1388076"
"3","15-juil.-2026","DRKN0025","Ipn2","15/07/2026 08:36:36","15/07/2026 08:50:00","1,17","0,23","20","Passive","Under fréquence dû à la fuite de Gasoil sur le filtre à gasoil","correction du filtre à gasoil et démarrage du générateur","Non","TRB1388167"
"4","15-juil.-2026","DRKN2246","Kinshasa_Lulendo","15/07/2026 13:32:36","15/07/2026 14:13:00","0,7","0,69","25","Passive","DG Stop  dû au connecteur de la batterie mal serré","serrage puis Demarrage du Dg","Non","TRB1388310"
"5","15-juil.-2026","DRKN0117","Kimbualea 2","15/07/2026 19:30:36","16/07/2026 00:30:00","0,83","5","30","Passive","waiting feedbak","","Non","TRB1388463"
"6","15-juil.-2026","DRKN8147","Malueka_Nkotila","15/07/2026 20:53:36","15/07/2026 21:43:00","0","0,83","25","Passive","CB du tenant Vodacom Off au niveau de DC Box, Vodacom Overloade, le load attaint jusqu'à 139 A avec un CB de 125 A","Enclechement manuel du CB","Non","TRB1388513"
"7","15-juil.-2026","DRKN0753","Tshikapa Ngombe","15/07/2026 19:42:36","15/07/2026 20:46:36","0","0","","Passive","CB du tenant Vodacom Off au niveau de DC Box, Vodacom Overloade, le load attaint jusqu'à 136 A avec un CB de 125 A","","Non","TRB1388490"
"8","15-juil.-2026","DRKN8053","OBMK_Meubles","15/07/2026 22:25:12","15/07/2026 23:35:00","1,41","1,17","25","Passive","Fuite du carburant autour de la  jonction entre le corps de la pompe mécanique  et le tube.","Trou colmaté avec une pâte d'étanchéité","Non","TRB1388517"
"9","15-juil.-2026","DRKN0253","Camping","15/07/2026 22:31:12","16/07/2026 05:23:00","0","6,87","30","Passive","CB du tenant Vodacom Off au niveau de DC Box, Vodacom Overloade, le load attaint jusqu'à 105 A avec un CB de 125 A","Enclechement manuel du CB","Non","TRB1388546"
"10","15-juil.-2026","DRKN0753","Tshikapa Ngombe","15/07/2026 21:55:36","15/07/2026 22:12:00","0","0,28","","Passive","CB du tenant Vodacom Off au niveau de DC Box, Vodacom Overloade, le load attaint jusqu'à 136 A avec un CB de 125 A","Enclechement manuel du CB","Non","TRB1388490"
"11","15-juil.-2026","DRKN0753","Tshikapa Ngombe","15/07/2026 22:45:36","16/07/2026 02:03:00","0","3,3","","Passive","CB du tenant Vodacom Off au niveau de DC Box, Vodacom Overloade, le load attaint jusqu'à 136 A avec un CB de 125 A","Enclechement manuel du CB","Non","TRB1388555"
"12","15-juil.-2026","DRKN8147","Malueka_Nkotila","15/07/2026 23:02:36","16/07/2026 03:38:00","0","4,6","","Passive","CB du tenant Airtel Off au niveau de DC Box, Airtel  Overloade, le load attaint jusqu'à 133 A avec un CB de 125 A","","Non","TRB1388553"
